item,size,place,observed_on,date_source,median,n
mare island survivor s tale pale ale,,Bistro Don Giovanni,2023-04-01,wayback,9.0,1
mare island survivor s tale pale ale,,Bistro Don Giovanni,2023-12-05,wayback,9.0,2
margherita,,Bistro Don Giovanni,2017-01-10,wayback,17.0,1
margherita,,Bistro Don Giovanni,2019-09-19,wayback,19.0,1
margherita,,Bistro Don Giovanni,2020-03-27,wayback,19.0,1
margherita,,Bistro Don Giovanni,2020-09-21,wayback,20.0,2
margherita,,Bistro Don Giovanni,2021-01-27,wayback,21.0,1
margherita,,Bistro Don Giovanni,2022-01-20,wayback,23.0,1
margherita,,Bistro Don Giovanni,2022-05-27,wayback,23.0,1
margherita,,Bistro Don Giovanni,2023-04-01,wayback,25.0,1
margherita,,Bistro Don Giovanni,2023-12-05,wayback,25.0,2
marinated olives,,Angele Restaurant & Bar,2015-11-06,wayback,6.0,1
marinated olives,,Angele Restaurant & Bar,2016-04-12,wayback,7.0,1
marisa cuomo furore,,Bistro Don Giovanni,2017-01-10,wayback,15.0,1
marisa cuomo furore,,Bistro Don Giovanni,2020-09-21,wayback,58.0,1
markham,,Bistro Don Giovanni,2020-09-21,wayback,43.0,1
marolo di barolo 12 yr grappa,,Angele Restaurant & Bar,2014-09-20,wayback,18.0,1
marolo grappa chamomile,,Angele Restaurant & Bar,2014-09-20,wayback,18.0,1
marseille fizz,,Angele Restaurant & Bar,2015-02-25,wayback,12.0,1
marseille fizz ricard elder ower liquor lemon juice topped with soda,,Angele Restaurant & Bar,2015-03-05,wayback,12.0,1
mas amiel mill sime lt harvest grenache 90,,Angele Restaurant & Bar,2014-09-20,wayback,20.0,1
mashed potatoes,,Bistro Don Giovanni,2017-01-10,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2019-09-19,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2020-03-27,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2020-09-21,wayback,7.0,2
mashed potatoes,,Bistro Don Giovanni,2021-01-27,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2022-01-20,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2022-05-27,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2023-04-01,wayback,7.0,1
mashed potatoes,,Bistro Don Giovanni,2023-12-05,wayback,8.0,2
mason,,Bistro Don Giovanni,2020-09-21,wayback,36.0,1
mason 12 sauvignon blanc,,Gott's Napa,2012-06-17,wayback,11.0,1
mason 12 sauvignon blanc,,Gott's Napa,2014-12-22,wayback,11.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2011-03-22,wayback,10.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2014-08-11,wayback,11.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2014-10-29,wayback,11.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2015-02-06,wayback,11.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2015-02-13,wayback,11.0,1
mason 12 sauvignon blanc,Half Bottle,Gott's Napa,2017-07-22,wayback,13.0,1
mason 12 sauvignon blanc,Half bottle,Gott's Napa,2014-08-11,wayback,11.0,1
mason 12 sauvignon blanc napa valley,,Gott's Napa,2012-05-15,wayback,10.0,2
mason 12 sauvignon blanc napa valley,,Gott's Napa,2012-06-17,wayback,11.0,1
mason 12 sauvignon blanc napa valley,,Gott's Napa,2014-12-22,wayback,11.0,1
mason 12 sauvignon blanc napa valley,,Gott's Napa,2015-02-06,wayback,11.0,1
mason 12 sauvignon blanc napa valley,Half Bottle,Gott's Napa,2015-05-13,wayback,11.0,1
mason 12 sauvignon blanc napa valley,Half Bottle,Gott's Napa,2015-11-23,wayback,11.0,1
mason 12 sauvignon blanc napa valley,half bottle,Gott's Napa,2015-05-13,wayback,11.0,1
massican annia,,Bistro Don Giovanni,2020-09-21,wayback,68.0,1
mayo,,Five Guys,2023-11-27,exif,1.1,1
mazzei fonterutoli chianti classico,,Bistro Don Giovanni,2023-12-05,wayback,17.0,1
mcflurry,,McDonald's,2022-04-16,exif,3.99,1
meat ball or sausage,,Genova Delicatessen,2026-08-05,fallback,13.95,1
meat ball or sausage sandwich w sauted onions peppers,,Genova Delicatessen,2024-08-31,exif,13.95,1
meat lovers,,The Depot Eatery,2026-08-05,web,18.0,1
meat n eggs,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,10.0,2
meatball panini,,Bistro Don Giovanni,2021-01-27,wayback,16.0,1
meatloaf sandwich,,River's Edge Restaurant,2026-07-16,exif,20.0,1
meatloaf sandwich,,The Depot Eatery,2026-08-05,web,18.0,1
mediterranean mussels white wine garlic herbs toasted baguette,,Angele Restaurant & Bar,2015-02-25,wayback,18.0,1
mediterranean mussels white wine garlic herbs toasted baguette,,Angele Restaurant & Bar,2015-03-05,wayback,18.0,1
mediterranean mussels white wine garlic herbs toasted baguette,,Angele Restaurant & Bar,2016-05-08,wayback,18.0,1
meiomi 10 pinot noir california,Bottle,Gott's Napa,2012-05-15,wayback,27.0,2
meiomi 10 pinot noir california,Glass,Gott's Napa,2012-05-15,wayback,9.0,2
merryvale starmont 11 cabernet sauvignon,,Gott's Napa,2012-05-15,wayback,14.0,2
merryvale starmont 11 cabernet sauvignon,,Gott's Napa,2012-06-17,wayback,15.0,2
merryvale starmont 11 cabernet sauvignon,,Gott's Napa,2014-12-22,wayback,18.0,2
merryvale starmont 11 cabernet sauvignon,,Gott's Napa,2015-02-06,wayback,18.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2011-03-22,wayback,14.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2014-08-11,wayback,16.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2014-10-29,wayback,15.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-02-06,wayback,18.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-02-13,wayback,15.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-05-13,wayback,18.0,1
merryvale starmont 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-11-23,wayback,18.0,1
merryvale starmont 11 cabernet sauvignon,Half bottle,Gott's Napa,2014-08-11,wayback,16.0,1
merryvale starmont 11 cabernet sauvignon,half bottle,Gott's Napa,2015-05-13,wayback,18.0,1
merryvale starmont 12 chardonnay,,Gott's Napa,2012-06-17,wayback,12.0,1
merryvale starmont 12 chardonnay,,Gott's Napa,2014-12-22,wayback,15.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2011-03-22,wayback,11.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2014-08-11,wayback,13.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2014-10-29,wayback,12.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2015-02-06,wayback,15.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2015-02-13,wayback,12.0,1
merryvale starmont 12 chardonnay,Half Bottle,Gott's Napa,2017-07-22,wayback,17.0,1
merryvale starmont 12 chardonnay,Half bottle,Gott's Napa,2014-08-11,wayback,13.0,1
merryvale starmont 12 chardonnay napa valley,,Gott's Napa,2012-05-15,wayback,11.0,2
merryvale starmont 12 chardonnay napa valley,,Gott's Napa,2012-06-17,wayback,12.0,1
merryvale starmont 12 chardonnay napa valley,,Gott's Napa,2014-12-22,wayback,15.0,1
merryvale starmont 12 chardonnay napa valley,,Gott's Napa,2015-02-06,wayback,15.0,1
merryvale starmont 12 chardonnay napa valley,Half Bottle,Gott's Napa,2015-05-13,wayback,15.0,1
merryvale starmont 12 chardonnay napa valley,Half Bottle,Gott's Napa,2015-11-23,wayback,15.0,1
merryvale starmont 12 chardonnay napa valley,half bottle,Gott's Napa,2015-05-13,wayback,15.0,1
mexican 7up,,Farmstead at Long Meadow Ranch,2025-10-15,pdf,6.0,1
mexican coke,,Farmstead at Long Meadow Ranch,2025-10-15,pdf,7.0,1
mexican style street corn,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,18.0,1
mi margarita,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
mi margarita,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
mica male,,Bistro Don Giovanni,2023-12-05,wayback,19.0,1
michele chiarlo nivole moscato d asti,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,34.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2017-01-10,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2019-09-19,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2020-03-27,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2020-09-21,wayback,4.0,2
mighty leaf hot teas,,Bistro Don Giovanni,2021-01-27,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2022-01-20,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2022-05-27,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2023-04-01,wayback,4.0,1
mighty leaf hot teas,,Bistro Don Giovanni,2023-12-05,wayback,4.0,2
mike s cowboy burger,,The Depot Eatery,2026-08-05,web,19.0,1
mild cheese,,Genova Delicatessen,2026-08-05,fallback,12.95,1
milk,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,2.19,1
milk,,In-N-Out Burger,2026-06-25,exif,1.25,4
milk,,In-N-Out Burger,2025-02-25,exif,0.95,1
milk,,In-N-Out Burger,2026-06-11,exif,1.25,1
milk,,McDonald's,2022-04-16,exif,4.49,1
milkshake,Large,Barney's Burgers,2026-08-05,web,9.8,1
milkshake,Medium,Barney's Burgers,2026-08-05,web,6.5,1
milkshake,Small,Barney's Burgers,2026-08-05,web,5.0,1
mill street,,The Depot Eatery,2026-08-05,web,16.0,1
mill street mess,,The Depot Eatery,2026-08-05,web,18.0,1
miller lite,,Gott's Napa,2017-07-22,wayback,4.5,1
miller lite,,Gott's Napa,2021-01-17,wayback,4.5,1
miller lite long neck,,Gott's Napa,2014-12-22,wayback,4.5,1
miller lite long neck,,Gott's Napa,2015-05-13,wayback,4.5,1
miller lite long neck,,Gott's Napa,2015-07-24,wayback,4.5,1
miller lite long neck,12oz,Gott's Napa,2014-08-11,wayback,4.5,2
miller lite long neck,12oz,Gott's Napa,2015-02-06,wayback,4.5,2
miller lite long neck,12oz,Gott's Napa,2015-05-13,wayback,4.5,1
miller lite long neck,12oz,Gott's Napa,2015-11-23,wayback,4.5,1
miller lite long neck,Bottled (12oz),Gott's Napa,2014-12-22,wayback,4.5,1
mimosa,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,8.0,1
mimosa orange juice champagne,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,4.5,1
mimosa sunrise,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,9.0,1
miner sangiovese gibson ranch mendocino,,Bistro Don Giovanni,2023-04-01,wayback,16.0,1
miner sangiovese gibson ranch mendocino,,Bistro Don Giovanni,2023-12-05,wayback,16.0,2
minestrone,,Bistro Don Giovanni,2020-03-27,wayback,12.0,1
minestrone,,Bistro Don Giovanni,2021-01-27,wayback,12.0,1
mini corn dogs,,Gott's Napa,2011-03-22,wayback,5.99,1
mini corn dogs,,Gott's Napa,2012-05-15,wayback,5.99,2
mini corn dogs,,Gott's Napa,2014-08-11,wayback,6.99,2
mini corn dogs,,Gott's Napa,2014-10-29,wayback,6.99,1
mini corn dogs,,Gott's Napa,2014-12-22,wayback,6.99,2
mini corn dogs,,Gott's Napa,2015-02-06,wayback,6.99,1
mini corn dogs,,Gott's Napa,2015-02-13,wayback,6.99,1
mini corn dogs,,Gott's Napa,2017-07-22,wayback,6.99,1
mini corn dogs,,Gott's Napa,2021-01-17,wayback,6.99,1
mini corn dogs,6,Gott's Napa,2015-02-06,wayback,6.99,1
mini corn dogs,6 pieces,Gott's Napa,2011-03-22,wayback,5.99,1
mini ham sandwiches,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,22.0,1
mint confetti shake,12oz,Gott's Napa,2014-08-11,wayback,5.99,1
mint confetti shake,16oz,Gott's Napa,2014-08-11,wayback,6.99,1
minta rita,,Bistro Don Giovanni,2022-01-20,wayback,18.0,1
mira cabernet sauvignon,,Bistro Don Giovanni,2020-03-27,wayback,18.0,1
mira cabernet sauvignon,,Bistro Don Giovanni,2020-09-21,wayback,18.0,2
mira cabernet sauvignon,,Bistro Don Giovanni,2021-01-27,wayback,18.0,1
mira cabernet sauvignon,,Bistro Don Giovanni,2022-05-27,wayback,18.0,1
mira cabernet sauvignon,,Bistro Don Giovanni,2023-12-05,wayback,18.0,2
mira cabernet sauvignon napa valley,,Bistro Don Giovanni,2019-09-19,wayback,18.0,1
mira cabernet sauvignon napa valley,,Bistro Don Giovanni,2020-09-21,wayback,18.0,1
mira cabernet sauvignon napa valley,,Bistro Don Giovanni,2022-01-20,wayback,18.0,1
mira cabernet sauvignon napa valley,,Bistro Don Giovanni,2023-04-01,wayback,18.0,1
mira chardonnay,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
mira hyde vineyard,,Bistro Don Giovanni,2020-09-21,wayback,94.0,1
miss kentucky,,Gott's Napa,2011-03-22,wayback,10.99,2
miss kentucky,,Gott's Napa,2014-08-11,wayback,10.99,2
miss kentucky,,Gott's Napa,2014-12-22,wayback,11.99,2
mocha,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,3.49,1
mocha,,McDonald's,2022-04-16,exif,3.55,1
modelo especial,,Gott's Napa,2021-01-17,wayback,6.0,1
modern times fortunate islands hoppy tropical wheat,,Gott's Napa,2017-07-22,wayback,7.0,1
mole pork chop,,Perez Kitchen & Bar,2026-08-05,pdf,25.0,1
monte cristo,,The Depot Eatery,2026-08-05,web,18.0,1
monte tondo soave,,Bistro Don Giovanni,2020-09-21,wayback,44.0,1
montevina 12 pinot grigio,,Gott's Napa,2013-02-28,wayback,18.0,2
montevina 12 pinot grigio,,Gott's Napa,2015-02-06,wayback,6.0,1
montevina 12 pinot grigio,,Gott's Napa,2015-02-13,wayback,12.0,2
montevina 12 pinot grigio,,Gott's Napa,2015-05-13,wayback,6.0,1
montevina 12 pinot grigio,,Gott's Napa,2015-07-24,wayback,6.0,1
montevina 12 pinot grigio,,Gott's Napa,2015-11-23,wayback,7.0,1
montevina 12 pinot grigio,Bottle,Gott's Napa,2012-06-17,wayback,18.0,2
montevina 12 pinot grigio,Bottle,Gott's Napa,2014-08-11,wayback,18.0,2
montevina 12 pinot grigio,Bottle,Gott's Napa,2014-10-29,wayback,18.0,1
montevina 12 pinot grigio,Bottle,Gott's Napa,2014-12-22,wayback,18.0,2
montevina 12 pinot grigio,Bottle,Gott's Napa,2015-02-06,wayback,18.0,2
montevina 12 pinot grigio,Bottle,Gott's Napa,2015-05-13,wayback,18.0,2
montevina 12 pinot grigio,Bottle,Gott's Napa,2015-11-23,wayback,21.0,1
montevina 12 pinot grigio,Bottle,Gott's Napa,2017-07-22,wayback,21.0,1
montevina 12 pinot grigio,Glass,Gott's Napa,2012-06-17,wayback,6.0,2
montevina 12 pinot grigio,Glass,Gott's Napa,2014-08-11,wayback,6.0,2
montevina 12 pinot grigio,Glass,Gott's Napa,2014-10-29,wayback,6.0,1
montevina 12 pinot grigio,Glass,Gott's Napa,2014-12-22,wayback,6.0,2
montevina 12 pinot grigio,Glass,Gott's Napa,2015-02-06,wayback,6.0,1
montevina 12 pinot grigio,Glass,Gott's Napa,2015-05-13,wayback,6.0,1
montevina 12 pinot grigio,Glass,Gott's Napa,2017-07-22,wayback,7.0,1
monticelli brothers rolando rosso,,Bistro Don Giovanni,2020-09-21,wayback,14.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2020-03-27,wayback,13.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2020-09-21,wayback,14.0,2
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2022-01-20,wayback,14.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2022-05-27,wayback,15.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2023-04-01,wayback,15.0,1
monticelli brothers rolando rosso red blend,,Bistro Don Giovanni,2023-12-05,wayback,15.0,2
moroccan mint green tea low caffeine,,Angele Restaurant & Bar,2014-09-20,wayback,4.0,1
mortadella,,Genova Delicatessen,2026-08-05,fallback,12.95,1
moscow mule,,Bistro Don Giovanni,2017-01-10,wayback,12.0,1
moscow mule,,Bistro Don Giovanni,2019-09-19,wayback,12.0,1
moscow mule,,Bistro Don Giovanni,2020-03-27,wayback,12.0,1
moscow mule,,Bistro Don Giovanni,2020-09-21,wayback,13.0,2
moscow mule,,Bistro Don Giovanni,2021-01-27,wayback,13.0,1
moscow mule,,Bistro Don Giovanni,2022-01-20,wayback,13.0,1
moules frites,,Angele Restaurant & Bar,2017-08-29,wayback,28.0,1
moules marini re,,Angele Restaurant & Bar,2015-02-21,wayback,18.0,1
mountain valley spring water,,Gott's Napa,2017-07-22,wayback,2.99,2
mountain valley spring water,,Gott's Napa,2021-01-17,wayback,3.29,1
mousse de foie de canard,,Angele Restaurant & Bar,2015-02-21,wayback,14.0,1
mozzarella di bufala e prosciutto,,Bistro Don Giovanni,2017-01-10,wayback,17.0,1
mozzarella sticks,,The Depot Eatery,2026-08-05,web,7.5,2
murphy goode sauvignon blanc,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,24.0,1
mushroom bacon cheese,,Barney's Burgers,2024-01-15,dom,10.99,1
mushroom bacon cheese,,Barney's Burgers,2026-08-05,web,9.95,1
mushroom jack chicken,,Barney's Burgers,2024-01-15,dom,8.99,1
mushroom jack chicken,,Barney's Burgers,2026-08-05,web,9.0,1
mushroom swiss,,Barney's Burgers,2024-01-15,dom,10.99,1
mushroom swiss,,Barney's Burgers,2026-08-05,web,9.45,1
mustard,,Five Guys,2023-11-27,exif,0.3,1
my,,Code 4 Taphouse,2025-11-15,exif,14.75,1
napa cellars 08 zinfandel napa valley,Bottle,Gott's Napa,2011-03-22,wayback,24.0,1
napa cellars 08 zinfandel napa valley,Glass,Gott's Napa,2011-03-22,wayback,8.0,1
napa cellars 13 chardonnay,,Gott's Napa,2013-02-28,wayback,27.0,2
napa cellars 13 chardonnay,,Gott's Napa,2015-05-13,wayback,9.0,1
napa cellars 13 chardonnay,,Gott's Napa,2015-07-24,wayback,9.0,1
napa cellars 13 chardonnay,,Gott's Napa,2015-11-23,wayback,9.0,1
napa cellars 13 chardonnay,Bottle,Gott's Napa,2012-05-15,wayback,24.0,2
napa cellars 13 chardonnay,Bottle,Gott's Napa,2012-06-17,wayback,27.0,2
napa cellars 13 chardonnay,Bottle,Gott's Napa,2014-08-11,wayback,24.0,2
napa cellars 13 chardonnay,Bottle,Gott's Napa,2014-10-29,wayback,24.0,1
napa cellars 13 chardonnay,Bottle,Gott's Napa,2014-12-22,wayback,27.0,2
napa cellars 13 chardonnay,Bottle,Gott's Napa,2015-02-06,wayback,27.0,1
napa cellars 13 chardonnay,Bottle,Gott's Napa,2015-05-13,wayback,27.0,2
napa cellars 13 chardonnay,Bottle,Gott's Napa,2015-11-23,wayback,27.0,1
napa cellars 13 chardonnay,Bottle,Gott's Napa,2017-07-22,wayback,27.0,1
napa cellars 13 chardonnay,Bottle,Gott's Napa,2021-01-17,wayback,36.0,1
napa cellars 13 chardonnay,Glass,Gott's Napa,2012-05-15,wayback,8.0,2
napa cellars 13 chardonnay,Glass,Gott's Napa,2012-06-17,wayback,9.0,2
napa cellars 13 chardonnay,Glass,Gott's Napa,2014-08-11,wayback,8.0,2
napa cellars 13 chardonnay,Glass,Gott's Napa,2014-10-29,wayback,8.0,1
napa cellars 13 chardonnay,Glass,Gott's Napa,2014-12-22,wayback,9.0,2
napa cellars 13 chardonnay,Glass,Gott's Napa,2015-02-06,wayback,9.0,1
napa cellars 13 chardonnay,Glass,Gott's Napa,2015-05-13,wayback,9.0,1
napa cellars 13 chardonnay,Glass,Gott's Napa,2017-07-22,wayback,9.0,1
napa cellars 13 chardonnay,Glass,Gott's Napa,2021-01-17,wayback,9.0,1
napa cellars 13 chardonnott napa valley,,Gott's Napa,2015-02-06,wayback,9.0,1
napa cellars 13 chardonnott napa valley,Bottle,Gott's Napa,2015-02-06,wayback,27.0,1
napa palisades pacific plate,,Gott's Napa,2026-05-25,exif,18.99,1
nashville chicken,,Barney's Burgers,2024-01-15,dom,8.99,1
nathan s small hot dogs,,Gott's Napa,2012-05-15,wayback,5.99,1
nathan s small hot dogs,small,Gott's Napa,2012-05-15,wayback,5.99,1
neige cidre de glace apple ice wine,,Angele Restaurant & Bar,2014-09-20,wayback,11.0,1
new york steak,,Code 4 Taphouse,2025-11-15,exif,23.95,1
new york steak sunny side up egg french fries sauce bordelaise,,Angele Restaurant & Bar,2016-05-08,wayback,29.0,1
neyers unoaked chardonnay,,Gott's Napa,2015-02-13,wayback,22.0,2
ni oise salad olive oil poached tuna haric t vert ni oise olives little gem lettuces peppers farm egg,,Angele Restaurant & Bar,2015-02-25,wayback,18.0,1
ni oise salad olive oil poached tuna haric t vert ni oise olives little gem lettuces peppers farm egg,,Angele Restaurant & Bar,2015-03-05,wayback,18.0,1
ni oise salad olive oil poached tuna haric t vert ni oise olives little gem lettuces peppers farm egg,,Angele Restaurant & Bar,2015-11-06,wayback,20.0,1
ni oise salad olive oil poached tuna haric t vert ni oise olives little gem lettuces peppers farm egg,,Angele Restaurant & Bar,2016-04-12,wayback,20.0,1
ni oise salad olive oil poached tuna haric t vert ni oise olives little gem lettuces peppers farm egg,,Angele Restaurant & Bar,2016-05-08,wayback,20.0,1
nicholas jay,,Bistro Don Giovanni,2020-09-21,wayback,120.0,1
nickel nickel harris ranch,,Bistro Don Giovanni,2020-09-21,wayback,98.0,1
niman ranch fearless frank,,Gott's Napa,2014-08-11,wayback,5.99,2
niman ranch fearless frank,,Gott's Napa,2014-10-29,wayback,5.99,1
niman ranch fearless frank,,Gott's Napa,2014-12-22,wayback,5.99,2
niman ranch fearless frank,,Gott's Napa,2015-02-06,wayback,5.99,2
niman ranch fearless frank,,Gott's Napa,2015-05-13,wayback,5.99,2
niman ranch fearless frank,,Gott's Napa,2015-07-24,wayback,5.99,1
niman ranch fearless frank,,Gott's Napa,2015-11-23,wayback,5.99,1
niman ranch fearless frank,,Gott's Napa,2017-07-22,wayback,5.99,1
niman ranch fearless frank,,Gott's Napa,2021-01-17,wayback,6.99,1
nocino della christina walnut liqueur,,Angele Restaurant & Bar,2014-09-20,wayback,15.0,1
non alcoholic,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,10.0,1
non alcoholic,,Farmstead at Long Meadow Ranch,2024-06-09,wayback,10.0,1
north coast blue star wheat,,Gott's Napa,2015-07-24,wayback,6.0,1
north coast pranqster blonde fort bragg ca,,Angele Restaurant & Bar,2015-03-05,wayback,5.0,1
north coast scrimshaw pilsner,,Gott's Napa,2015-02-13,wayback,4.5,1
northwest hash browns,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,2.99,1
nutella rice cakes,,Code 4 Taphouse,2025-11-15,exif,14.95,2
oats,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,6.0,1
oats,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,6.0,1
oats,,Farmstead at Long Meadow Ranch,2024-06-19,wayback,6.0,1
oban 14 yr,,Angele Restaurant & Bar,2014-09-20,wayback,13.0,1
odwalla juice smoothies,,Gott's Napa,2013-02-28,wayback,3.0,2
odwalla juice smoothies,,Gott's Napa,2013-04-02,wayback,2.99,1
oeuf brouill,,Angele Restaurant & Bar,2013-06-27,wayback,16.0,1
oeuf poch,,Angele Restaurant & Bar,2013-06-27,wayback,16.0,1
offsite catering full service,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,75.0,1
old fashioned shakes malts,Large,Barney's Burgers,2025-08-18,exif,6.99,1
